1,1,83
1,2,81
1,3,30
1,4,83
1,5,82
1,6,81
1,7,41
1,8,83
1,9,83
1,10,29
1,11,24
1,12,83
1,13,83
1,14,83
1,15,81
1,16,81
1,17,83
1,18,83
1,19,81
1,20,83
1,21,83
1,22,83
1,23,83
1,24,83
2,1,81
2,2,83
2,3,83
2,4,83
2,5,81
2,6,83
2,7,83
2,8,81
2,9,25
2,10,25
2,11,81
2,12,81
2,13,83
2,14,87
2,15,83
2,16,81
2,17,83
2,18,83
2,19,81
2,20,83
2,21,83
2,22,83
2,23,81
2,24,83
3,1,83
3,2,25
3,3,83
3,4,83
3,5,83
3,6,83
3,7,83
3,8,83
3,9,83
3,10,83
3,11,83
3,12,83
3,13,81
3,14,81
3,15,83
3,16,83
3,17,83
3,18,25
3,19,83
3,20,83
3,21,83
3,22,83
3,23,83
3,24,81
4,1,83
4,2,83
4,3,81
4,4,83
4,5,81
4,6,83
4,7,81
4,8,83
4,9,81
4,10,83
4,11,83
4,12,25
4,13,83
4,14,83
4,15,83
4,16,81
4,17,83
4,18,83
4,19,83
4,20,83
4,21,81
4,22,83
4,23,80
4,24,81
5,1,83
5,2,30
5,3,30
5,4,83
5,5,81
5,6,83
5,7,81
5,8,83
5,9,83
5,10,83
5,11,81
5,12,83
5,13,25
5,14,83
5,15,83
5,16,83
5,17,83
5,18,83
5,19,83
5,20,81
5,21,83
5,22,25
5,23,83
5,24,81
6,1,83
6,2,81
6,3,83
6,4,83
6,5,81
6,6,83
6,7,83
6,8,83
6,9,83
6,10,83
6,11,83
6,12,81
6,13,83
6,14,83
6,15,81
6,16,83
6,17,83
6,18,83
6,19,83
6,20,83
6,21,83
6,22,81
6,23,83
6,24,83
7,1,83
7,2,83
7,3,83
7,4,83
7,5,83
7,6,83
7,7,83
7,8,83
7,9,83
7,10,83
7,11,83
7,12,83
7,13,83
7,14,83
7,15,81
7,16,24
7,17,24
7,18,83
7,19,83
7,20,83
7,21,83
7,22,83
7,23,83
7,24,83
8,1,83
8,2,83
8,3,83
8,4,83
8,5,83
8,6,83
8,7,83
8,8,83
8,9,83
8,10,83
8,11,83
8,12,83
8,13,83
8,14,83
8,15,83
8,16,83
8,17,83
8,18,83
8,19,83
8,20,83
8,21,83
8,22,83
8,23,83
8,24,30
9,1,83
9,2,81
9,3,81
9,4,83
9,5,83
9,6,81
9,7,83
9,8,83
9,9,30
9,10,30
9,11,30
9,12,81
9,13,24
9,14,14
9,15,25
9,16,83
9,17,83
9,18,83
9,19,24
9,20,24
9,21,83
9,22,83
9,23,83
9,24,83
10,1,83
10,2,83
10,3,83
10,4,81
10,5,81
10,6,81
10,7,20
10,8,83
10,9,83
10,10,24
10,11,83
10,12,83
10,13,81
10,14,81
10,15,81
10,16,81
10,17,81
10,18,81
10,19,83
10,20,83
10,21,83
10,22,83
10,23,81
10,24,83
