1, 1, 27
1, 2, 40
1, 3, 56
1, 4, 83
1, 5, 14
1, 6, 99
1, 7, 5
1, 8, 28
1, 9, 62
1, 10, 6
1, 11, 82
1, 12, 35
1, 13, 61
1, 14, 43
1, 15, 70
1, 16, 11
1, 17, 65
1, 18, 79
1, 19, 12
1, 20, 58
1, 21, 80
1, 22, 4
1, 23, 37
1, 24, 37
2, 1, 41
2, 2, 83
2, 3, 2
2, 4, 67
2, 5, 5
2, 6, 78
2, 7, 3
2, 8, 98
2, 9, 8
2, 10, 45
2, 11, 79
2, 12, 37
2, 13, 74
2, 14, 72
2, 15, 97
2, 16, 15
2, 17, 95
2, 18, 66
2, 19, 43
2, 20, 53
2, 21, 15
2, 22, 25
2, 23, 85
2, 24, 14
3, 1, 83
3, 2, 98
3, 3, 36
3, 4, 81
3, 5, 39
3, 6, 24
3, 7, 10
3, 8, 46
3, 9, 68
3, 10, 21
3, 11, 22
3, 12, 34
3, 13, 68
3, 14, 43
3, 15, 33
3, 16, 76
3, 17, 97
3, 18, 29
3, 19, 29
3, 20, 57
3, 21, 1
3, 22, 18
3, 23, 81
3, 24, 96
4, 1, 92
4, 2, 24
4, 3, 67
4, 4, 30
4, 5, 34
4, 6, 28
4, 7, 41
4, 8, 36
4, 9, 21
4, 10, 97
4, 11, 79
4, 12, 42
4, 13, 15
4, 14, 56
4, 15, 91
4, 16, 89
4, 17, 37
4, 18, 11
4, 19, 26
4, 20, 88
4, 21, 49
4, 22, 70
4, 23, 52
4, 24, 85
5, 1, 78
5, 2, 35
5, 3, 10
5, 4, 43
5, 5, 4
5, 6, 61
5, 7, 14
5, 8, 51
5, 9, 3
5, 10, 31
5, 11, 39
5, 12, 41
5, 13, 75
5, 14, 63
5, 15, 83
5, 16, 3
5, 17, 59
5, 18, 35
5, 19, 70
5, 20, 24
5, 21, 34
5, 22, 19
5, 23, 36
5, 24, 89
6, 1, 25
6, 2, 25
6, 3, 25
6, 4, 25
6, 5, 25
6, 6, 25
6, 7, 25
6, 8, 12
6, 9, 10
6, 10, 27
6, 11, 94
6, 12, 67
6, 13, 88
6, 14, 17
6, 15, 81
6, 16, 34
6, 17, 83
6, 18, 92
6, 19, 74
6, 20, 4
6, 21, 9
6, 22, 38
6, 23, 5
6, 24, 53
7, 1, 4
7, 2, 83
7, 3, 85
7, 4, 29
7, 5, 36
7, 6, 22
7, 7, 4
7, 8, 21
7, 9, 48
7, 10, 4
7, 11, 72
7, 12, 96
7, 13, 2
7, 14, 3
7, 15, 20
7, 16, 93
7, 17, 34
7, 18, 25
7, 19, 97
7, 20, 60
7, 21, 30
7, 22, 92
7, 23, 31
7, 24, 31
8, 1, 36
8, 2, 89
8, 3, 51
8, 4, 44
8, 5, 88
8, 6, 68
8, 7, 14
8, 8, 54
8, 9, 8
8, 10, 21
8, 11, 12
8, 12, 10
8, 13, 5
8, 14, 5
8, 15, 63
8, 16, 56
8, 17, 18
8, 18, 47
8, 19, 46
8, 20, 26
8, 21, 64
8, 22, 79
8, 23, 26
8, 24, 11
9, 1, 3
9, 2, 3
9, 3, 3
9, 4, 3
9, 5, 3
9, 6, 3
9, 7, 3
9, 8, 89
9, 9, 78
9, 10, 73
9, 11, 17
9, 12, 95
9, 13, 69
9, 14, 67
9, 15, 62
9, 16, 68
9, 17, 27
9, 18, 62
9, 19, 68
9, 20, 27
9, 21, 68
9, 22, 83
9, 23, 52
9, 24, 65
10, 1, 99
10, 2, 82
10, 3, 19
10, 4, 59
10, 5, 85
10, 6, 7
10, 7, 86
10, 8, 26
10, 9, 80
10, 10, 41
10, 11, 58
10, 12, 89
10, 13, 79
10, 14, 31
10, 15, 21
10, 16, 59
10, 17, 67
10, 18, 66
10, 19, 26
10, 20, 53
10, 21, 40
10, 22, 23
10, 23, 52
10, 24, 90
