1, 1, 2
1, 2, 53
1, 3, 60
1, 4, 91
1, 5, 28
1, 6, 7
1, 7, 81
1, 8, 31
1, 9, 25
1, 10, 66
1, 11, 8
1, 12, 71
1, 13, 19
1, 14, 54
1, 15, 62
1, 16, 90
1, 17, 83
1, 18, 30
1, 19, 94
1, 20, 44
1, 21, 45
1, 22, 64
1, 23, 55
1, 24, 79
2, 1, 83
2, 2, 94
2, 3, 77
2, 4, 83
2, 5, 81
2, 6, 83
2, 7, 39
2, 8, 69
2, 9, 94
2, 10, 63
2, 11, 52
2, 12, 19
2, 13, 60
2, 14, 33
2, 15, 11
2, 16, 3
2, 17, 93
2, 18, 26
2, 19, 83
2, 20, 25
2, 21, 70
2, 22, 36
2, 23, 6
2, 24, 62
3, 1, 83
3, 2, 43
3, 3, 10
3, 4, 43
3, 5, 10
3, 6, 74
3, 7, 65
3, 8, 52
3, 9, 43
3, 10, 80
3, 11, 22
3, 12, 83
3, 13, 77
3, 14, 81
3, 15, 83
3, 16, 31
3, 17, 45
3, 18, 81
3, 19, 83
3, 20, 84
3, 21, 83
3, 22, 83
3, 23, 83
3, 24, 43
4, 1, 81
4, 2, 7
4, 3, 54
4, 4, 45
4, 5, 94
4, 6, 1
4, 7, 94
4, 8, 96
4, 9, 73
4, 10, 83
4, 11, 55
4, 12, 15
4, 13, 60
4, 14, 83
4, 15, 80
4, 16, 1
4, 17, 99
4, 18, 33
4, 19, 96
4, 20, 17
4, 21, 64
4, 22, 53
4, 23, 83
4, 24, 83
5, 1, 43
5, 2, 31
5, 3, 59
5, 4, 65
5, 5, 88
5, 6, 52
5, 7, 79
5, 8, 56
5, 9, 4
5, 10, 11
5, 11, 90
5, 12, 87
5, 13, 59
5, 14, 74
5, 15, 25
5, 16, 13
5, 17, 11
5, 18, 78
5, 19, 83
5, 20, 87
5, 21, 87
5, 22, 43
5, 23, 17
5, 24, 74
6, 1, 88
6, 2, 99
6, 3, 37
6, 4, 40
6, 5, 67
6, 6, 24
6, 7, 4
6, 8, 31
6, 9, 60
6, 10, 72
6, 11, 84
6, 12, 55
6, 13, 10
6, 14, 55
6, 15, 14
6, 16, 12
6, 17, 89
6, 18, 1
6, 19, 91
6, 20, 54
6, 21, 90
6, 22, 15
6, 23, 57
6, 24, 66
7, 1, 83
7, 2, 83
7, 3, 83
7, 4, 83
7, 5, 83
7, 6, 83
7, 7, 83
7, 8, 81
7, 9, 82
7, 10, 60
7, 11, 47
7, 12, 13
7, 13, 61
7, 14, 17
7, 15, 23
7, 16, 14
7, 17, 96
7, 18, 9
7, 19, 83
7, 20, 47
7, 21, 83
7, 22, 83
7, 23, 83
7, 24, 83
8, 1, 22
8, 2, 17
8, 3, 74
8, 4, 19
8, 5, 83
8, 6, 34
8, 7, 22
8, 8, 77
8, 9, 93
8, 10, 57
8, 11, 25
8, 12, 45
8, 13, 95
8, 14, 79
8, 15, 60
8, 16, 58
8, 17, 1
8, 18, 91
8, 19, 2
8, 20, 98
8, 21, 48
8, 22, 66
8, 23, 98
8, 24, 80
9, 1, 92
9, 2, 31
9, 3, 20
9, 4, 7
9, 5, 34
9, 6, 78
9, 7, 13
9, 8, 62
9, 9, 18
9, 10, 61
9, 11, 76
9, 12, 79
9, 13, 50
9, 14, 49
9, 15, 19
9, 16, 59
9, 17, 18
9, 18, 27
9, 19, 2
9, 20, 87
9, 21, 23
9, 22, 27
9, 23, 71
9, 24, 58
10, 1, 81
10, 2, 81
10, 3, 81
10, 4, 81
10, 5, 83
10, 6, 81
10, 7, 83
10, 8, 51
10, 9, 53
10, 10, 24
10, 11, 19
10, 12, 60
10, 13, 10
10, 14, 9
10, 15, 39
10, 16, 19
10, 17, 48
10, 18, 41
10, 19, 32
10, 20, 35
10, 21, 59
10, 22, 25
10, 23, 79
10, 24, 81
