uid,time,region,Latitude,Longitude
1,1,60,39.89475468,116.6527729
1,2,60,39.89475468,116.6527729
1,3,60,39.89475468,116.6527729
1,4,60,39.89475468,116.6527729
1,5,60,39.89475468,116.6527729
1,6,60,39.89475468,116.6527729
1,7,60,39.89475468,116.6527729
1,8,60,39.89475468,116.6527729
1,9,60,39.89475468,116.6527729
1,10,60,39.89475468,116.6527729
1,11,58,39.89475468,116.53216280000001
1,12,45,39.95505974,116.35124760000001
1,13,46,39.95505974,116.4115527
1,14,57,39.89475468,116.4718577
1,15,57,39.89475468,116.4718577
1,16,37,40.0153648,116.4718577
1,17,66,39.83444962,116.4115527
1,18,47,39.95505974,116.4718577
1,19,58,39.89475468,116.53216280000001
1,20,59,39.89475468,116.59246780000001
1,21,59,39.89475468,116.59246780000001
1,22,60,39.89475468,116.6527729
1,23,60,39.89475468,116.6527729
1,24,60,39.89475468,116.6527729
2,1,57,39.89475468,116.4718577
2,2,57,39.89475468,116.4718577
2,3,57,39.89475468,116.4718577
2,4,57,39.89475468,116.4718577
2,5,57,39.89475468,116.4718577
2,6,57,39.89475468,116.4718577
2,7,57,39.89475468,116.4718577
2,8,57,39.89475468,116.4718577
2,9,57,39.89475468,116.4718577
2,10,57,39.89475468,116.4718577
2,11,57,39.89475468,116.4718577
2,12,57,39.89475468,116.4718577
2,13,57,39.89475468,116.4718577
2,14,67,39.83444962,116.4718577
2,15,67,39.83444962,116.4718577
2,16,77,39.77414457,116.4718577
2,17,57,39.89475468,116.4718577
2,18,56,39.89475468,116.4115527
2,19,35,40.0153648,116.35124760000001
2,20,45,39.95505974,116.35124760000001
2,21,56,39.89475468,116.4115527
2,22,55,39.89475468,116.35124760000001
2,23,55,39.89475468,116.35124760000001
2,24,54,39.89475468,116.2909425
3,1,14,40.13597492,116.2909425
3,2,14,40.13597492,116.2909425
3,3,14,40.13597492,116.2909425
3,4,14,40.13597492,116.2909425
3,5,14,40.13597492,116.2909425
3,6,14,40.13597492,116.2909425
3,7,14,40.13597492,116.2909425
3,8,14,40.13597492,116.2909425
3,9,14,40.13597492,116.2909425
3,10,14,40.13597492,116.2909425
3,11,14,40.13597492,116.2909425
3,12,24,40.07566986,116.2909425
3,13,24,40.07566986,116.2909425
3,14,24,40.07566986,116.2909425
3,15,14,40.13597492,116.2909425
3,16,24,40.07566986,116.2909425
3,17,24,40.07566986,116.2909425
3,18,24,40.07566986,116.2909425
