1, 1, 83
1, 2, 81
1, 3, 41
1, 4, 67
1, 5, 75
1, 6, 87
1, 7, 35
1, 8, 61
1, 9, 64
1, 10, 45
1, 11, 45
1, 12, 96
1, 13, 53
1, 14, 96
1, 15, 84
1, 16, 56
1, 17, 99
1, 18, 39
1, 19, 79
1, 20, 83
1, 21, 83
1, 22, 83
1, 23, 82
1, 24, 81
2, 1, 83
2, 2, 83
2, 3, 83
2, 4, 83
2, 5, 83
2, 6, 81
2, 7, 96
2, 8, 40
2, 9, 14
2, 10, 2
2, 11, 99
2, 12, 91
2, 13, 82
2, 14, 23
2, 15, 30
2, 16, 84
2, 17, 69
2, 18, 65
2, 19, 50
2, 20, 23
2, 21, 68
2, 22, 36
2, 23, 69
2, 24, 75
3, 1, 83
3, 2, 83
3, 3, 83
3, 4, 83
3, 5, 25
3, 6, 83
3, 7, 83
3, 8, 83
3, 9, 83
3, 10, 83
3, 11, 83
3, 12, 83
3, 13, 43
3, 14, 81
3, 15, 83
3, 16, 83
3, 17, 94
3, 18, 25
3, 19, 83
3, 20, 83
3, 21, 83
3, 22, 83
3, 23, 83
3, 24, 83
4, 1, 80
4, 2, 81
4, 3, 81
4, 4, 83
4, 5, 81
4, 6, 81
4, 7, 83
4, 8, 63
4, 9, 12
4, 10, 13
4, 11, 25
4, 12, 13
4, 13, 45
4, 14, 34
4, 15, 78
4, 16, 18
4, 17, 42
4, 18, 31
4, 19, 9
4, 20, 60
4, 21, 93
4, 22, 54
4, 23, 94
4, 24, 42
5, 1, 30
5, 2, 30
5, 3, 30
5, 4, 81
5, 5, 83
5, 6, 30
5, 7, 30
5, 8, 53
5, 9, 24
5, 10, 96
5, 11, 78
5, 12, 55
5, 13, 43
5, 14, 52
5, 15, 64
5, 16, 51
5, 17, 55
5, 18, 16
5, 19, 57
5, 20, 46
5, 21, 38
5, 22, 41
5, 23, 55
5, 24, 90
6, 1, 83
6, 2, 83
6, 3, 83
6, 4, 83
6, 5, 83
6, 6, 83
6, 7, 81
6, 8, 99
6, 9, 33
6, 10, 13
6, 11, 31
6, 12, 90
6, 13, 70
6, 14, 63
6, 15, 81
6, 16, 83
6, 17, 83
6, 18, 83
6, 19, 83
6, 20, 83
6, 21, 81
6, 22, 83
6, 23, 83
6, 24, 83
7, 1, 83
7, 2, 83
7, 3, 83
7, 4, 83
7, 5, 83
7, 6, 83
7, 7, 83
7, 8, 83
7, 9, 83
7, 10, 83
7, 11, 83
7, 12, 83
7, 13, 83
7, 14, 81
7, 15, 58
7, 16, 24
7, 17, 83
7, 18, 83
7, 19, 81
7, 20, 83
7, 21, 83
7, 22, 83
7, 23, 83
7, 24, 83
8, 1, 2
8, 2, 76
8, 3, 78
8, 4, 17
8, 5, 1
8, 6, 34
8, 7, 70
8, 8, 57
8, 9, 18
8, 10, 11
8, 11, 11
8, 12, 45
8, 13, 91
8, 14, 82
8, 15, 30
8, 16, 48
8, 17, 87
8, 18, 75
8, 19, 44
8, 20, 11
8, 21, 20
8, 22, 91
8, 23, 85
8, 24, 82
9, 1, 83
9, 2, 83
9, 3, 81
9, 4, 83
9, 5, 83
9, 6, 81
9, 7, 83
9, 8, 83
9, 9, 64
9, 10, 30
9, 11, 30
9, 12, 30
9, 13, 41
9, 14, 77
9, 15, 59
9, 16, 96
9, 17, 14
9, 18, 25
9, 19, 83
9, 20, 11
9, 21, 55
9, 22, 88
9, 23, 17
9, 24, 28
10, 1, 83
10, 2, 83
10, 3, 83
10, 4, 83
10, 5, 83
10, 6, 83
10, 7, 83
10, 8, 80
10, 9, 84
10, 10, 77
10, 11, 89
10, 12, 83
10, 13, 81
10, 14, 81
10, 15, 81
10, 16, 81
10, 17, 81
10, 18, 81
10, 19, 81
10, 20, 21
10, 21, 59
10, 22, 98
10, 23, 30
10, 24, 39
