1, 1, 82
1, 2, 41
1, 3, 10
1, 4, 81
1, 5, 41
1, 6, 66
1, 7, 34
1, 8, 21
1, 9, 71
1, 10, 19
1, 11, 52
1, 12, 60
1, 13, 16
1, 14, 44
1, 15, 5
1, 16, 94
1, 17, 77
1, 18, 87
1, 19, 11
1, 20, 99
1, 21, 21
1, 22, 70
1, 23, 30
1, 24, 36
2, 1, 83
2, 2, 83
2, 3, 81
2, 4, 83
2, 5, 81
2, 6, 83
2, 7, 81
2, 8, 81
2, 9, 81
2, 10, 81
2, 11, 81
2, 12, 90
2, 13, 9
2, 14, 70
2, 15, 59
2, 16, 38
2, 17, 97
2, 18, 95
2, 19, 6
2, 20, 2
2, 21, 40
2, 22, 17
2, 23, 99
2, 24, 93
3, 1, 25
3, 2, 83
3, 3, 83
3, 4, 25
3, 5, 83
3, 6, 25
3, 7, 83
3, 8, 83
3, 9, 83
3, 10, 83
3, 11, 83
3, 12, 83
3, 13, 81
3, 14, 19
3, 15, 25
3, 16, 83
3, 17, 83
3, 18, 83
3, 19, 25
3, 20, 33
3, 21, 29
3, 22, 2
3, 23, 12
3, 24, 47
4, 1, 83
4, 2, 81
4, 3, 81
4, 4, 81
4, 5, 83
4, 6, 81
4, 7, 81
4, 8, 83
4, 9, 24
4, 10, 25
4, 11, 83
4, 12, 24
4, 13, 1
4, 14, 32
4, 15, 84
4, 16, 64
4, 17, 41
4, 18, 45
4, 19, 86
4, 20, 42
4, 21, 25
4, 22, 29
4, 23, 86
4, 24, 19
5, 1, 7
5, 2, 34
5, 3, 82
5, 4, 37
5, 5, 42
5, 6, 6
5, 7, 72
5, 8, 37
5, 9, 28
5, 10, 2
5, 11, 42
5, 12, 73
5, 13, 45
5, 14, 42
5, 15, 19
5, 16, 61
5, 17, 77
5, 18, 15
5, 19, 6
5, 20, 22
5, 21, 50
5, 22, 1
5, 23, 67
5, 24, 73
6, 1, 83
6, 2, 83
6, 3, 81
6, 4, 83
6, 5, 83
6, 6, 81
6, 7, 83
6, 8, 78
6, 9, 83
6, 10, 9
6, 11, 58
6, 12, 81
6, 13, 83
6, 14, 83
6, 15, 81
6, 16, 83
6, 17, 83
6, 18, 83
6, 19, 83
6, 20, 83
6, 21, 81
6, 22, 83
6, 23, 81
6, 24, 83
7, 1, 40
7, 2, 14
7, 3, 95
7, 4, 63
7, 5, 19
7, 6, 51
7, 7, 39
7, 8, 64
7, 9, 91
7, 10, 55
7, 11, 31
7, 12, 83
7, 13, 36
7, 14, 78
7, 15, 11
7, 16, 24
7, 17, 57
7, 18, 83
7, 19, 83
7, 20, 83
7, 21, 83
7, 22, 83
7, 23, 83
7, 24, 83
8, 1, 83
8, 2, 83
8, 3, 83
8, 4, 83
8, 5, 83
8, 6, 83
8, 7, 83
8, 8, 83
8, 9, 46
8, 10, 84
8, 11, 83
8, 12, 46
8, 13, 83
8, 14, 83
8, 15, 83
8, 16, 83
8, 17, 83
8, 18, 83
8, 19, 83
8, 20, 83
8, 21, 83
8, 22, 83
8, 23, 83
8, 24, 83
9, 1, 47
9, 2, 84
9, 3, 22
9, 4, 31
9, 5, 47
9, 6, 88
9, 7, 35
9, 8, 59
9, 9, 23
9, 10, 64
9, 11, 20
9, 12, 93
9, 13, 70
9, 14, 36
9, 15, 72
9, 16, 27
9, 17, 33
9, 18, 22
9, 19, 68
9, 20, 16
9, 21, 17
9, 22, 60
9, 23, 82
9, 24, 65
10, 1, 81
10, 2, 81
10, 3, 81
10, 4, 81
10, 5, 81
10, 6, 81
10, 7, 81
10, 8, 83
10, 9, 83
10, 10, 24
10, 11, 83
10, 12, 24
10, 13, 56
10, 14, 85
10, 15, 78
10, 16, 51
10, 17, 26
10, 18, 99
10, 19, 56
10, 20, 5
10, 21, 22
10, 22, 30
10, 23, 29
10, 24, 83
