1, 1, 83
1, 2, 81
1, 3, 30
1, 4, 83
1, 5, 82
1, 6, 81
1, 7, 30
1, 8, 12
1, 9, 26
1, 10, 68
1, 11, 52
1, 12, 12
1, 13, 74
1, 14, 47
1, 15, 24
1, 16, 83
1, 17, 83
1, 18, 81
1, 19, 81
1, 20, 83
1, 21, 83
1, 22, 83
1, 23, 83
1, 24, 83
2, 1, 83
2, 2, 81
2, 3, 83
2, 4, 81
2, 5, 83
2, 6, 83
2, 7, 81
2, 8, 56
2, 9, 86
2, 10, 39
2, 11, 9
2, 12, 99
2, 13, 56
2, 14, 41
2, 15, 28
2, 16, 92
2, 17, 15
2, 18, 91
2, 19, 2
2, 20, 92
2, 21, 42
2, 22, 33
2, 23, 67
2, 24, 90
3, 1, 83
3, 2, 83
3, 3, 83
3, 4, 83
3, 5, 83
3, 6, 25
3, 7, 83
3, 8, 83
3, 9, 83
3, 10, 83
3, 11, 83
3, 12, 83
3, 13, 81
3, 14, 68
3, 15, 83
3, 16, 83
3, 17, 25
3, 18, 83
3, 19, 83
3, 20, 83
3, 21, 83
3, 22, 25
3, 23, 83
3, 24, 83
4, 1, 16
4, 2, 81
4, 3, 83
4, 4, 81
4, 5, 83
4, 6, 83
4, 7, 81
4, 8, 83
4, 9, 83
4, 10, 83
4, 11, 83
4, 12, 25
4, 13, 83
4, 14, 83
4, 15, 83
4, 16, 22
4, 17, 81
4, 18, 83
4, 19, 22
4, 20, 49
4, 21, 80
4, 22, 26
4, 23, 83
4, 24, 80
5, 1, 31
5, 2, 30
5, 3, 83
5, 4, 81
5, 5, 83
5, 6, 81
5, 7, 83
5, 8, 79
5, 9, 49
5, 10, 1
5, 11, 52
5, 12, 40
5, 13, 85
5, 14, 76
5, 15, 99
5, 16, 67
5, 17, 57
5, 18, 79
5, 19, 85
5, 20, 43
5, 21, 75
5, 22, 29
5, 23, 38
5, 24, 92
6, 1, 81
6, 2, 83
6, 3, 81
6, 4, 83
6, 5, 81
6, 6, 83
6, 7, 83
6, 8, 64
6, 9, 83
6, 10, 83
6, 11, 83
6, 12, 81
6, 13, 83
6, 14, 83
6, 15, 81
6, 16, 83
6, 17, 83
6, 18, 83
6, 19, 83
6, 20, 83
6, 21, 81
6, 22, 83
6, 23, 83
6, 24, 83
7, 1, 83
7, 2, 83
7, 3, 83
7, 4, 83
7, 5, 83
7, 6, 83
7, 7, 83
7, 8, 83
7, 9, 83
7, 10, 83
7, 11, 83
7, 12, 83
7, 13, 83
7, 14, 83
7, 15, 83
7, 16, 83
7, 17, 83
7, 18, 83
7, 19, 83
7, 20, 83
7, 21, 83
7, 22, 83
7, 23, 83
7, 24, 83
8, 1, 83
8, 2, 83
8, 3, 83
8, 4, 83
8, 5, 83
8, 6, 83
8, 7, 83
8, 8, 83
8, 9, 83
8, 10, 83
8, 11, 83
8, 12, 83
8, 13, 83
8, 14, 83
8, 15, 83
8, 16, 83
8, 17, 83
8, 18, 83
8, 19, 83
8, 20, 83
8, 21, 83
8, 22, 83
8, 23, 83
8, 24, 83
9, 1, 83
9, 2, 81
9, 3, 81
9, 4, 81
9, 5, 83
9, 6, 81
9, 7, 83
9, 8, 83
9, 9, 30
9, 10, 81
9, 11, 24
9, 12, 29
9, 13, 57
9, 14, 98
9, 15, 61
9, 16, 36
9, 17, 71
9, 18, 61
9, 19, 88
9, 20, 99
9, 21, 77
9, 22, 87
9, 23, 67
9, 24, 71
10, 1, 81
10, 2, 81
10, 3, 20
10, 4, 48
10, 5, 6
10, 6, 77
10, 7, 28
10, 8, 50
10, 9, 90
10, 10, 29
10, 11, 75
10, 12, 53
10, 13, 40
10, 14, 30
10, 15, 84
10, 16, 88
10, 17, 25
10, 18, 10
10, 19, 22
10, 20, 74
10, 21, 8
10, 22, 74
10, 23, 9
10, 24, 84
