1, 1, 83
1, 2, 83
1, 3, 83
1, 4, 82
1, 5, 81
1, 6, 30
1, 7, 83
1, 8, 43
1, 9, 36
1, 10, 57
1, 11, 19
1, 12, 72
1, 13, 17
1, 14, 30
1, 15, 56
1, 16, 27
1, 17, 40
1, 18, 91
1, 19, 76
1, 20, 57
1, 21, 54
1, 22, 35
1, 23, 57
1, 24, 70
2, 1, 83
2, 2, 81
2, 3, 83
2, 4, 81
2, 5, 83
2, 6, 83
2, 7, 83
2, 8, 81
2, 9, 25
2, 10, 81
2, 11, 25
2, 12, 25
2, 13, 91
2, 14, 54
2, 15, 54
2, 16, 4
2, 17, 13
2, 18, 84
2, 19, 70
2, 20, 27
2, 21, 15
2, 22, 41
2, 23, 46
2, 24, 62
3, 1, 83
3, 2, 81
3, 3, 83
3, 4, 83
3, 5, 83
3, 6, 83
3, 7, 83
3, 8, 83
3, 9, 83
3, 10, 83
3, 11, 83
3, 12, 83
3, 13, 81
3, 14, 81
3, 15, 83
3, 16, 25
3, 17, 83
3, 18, 83
3, 19, 25
3, 20, 24
3, 21, 58
3, 22, 88
3, 23, 62
3, 24, 73
4, 1, 83
4, 2, 81
4, 3, 83
4, 4, 83
4, 5, 81
4, 6, 83
4, 7, 81
4, 8, 83
4, 9, 81
4, 10, 83
4, 11, 83
4, 12, 83
4, 13, 56
4, 14, 14
4, 15, 43
4, 16, 31
4, 17, 26
4, 18, 97
4, 19, 26
4, 20, 7
4, 21, 8
4, 22, 20
4, 23, 31
4, 24, 99
5, 1, 30
5, 2, 83
5, 3, 81
5, 4, 83
5, 5, 81
5, 6, 83
5, 7, 25
5, 8, 81
5, 9, 83
5, 10, 83
5, 11, 81
5, 12, 83
5, 13, 25
5, 14, 83
5, 15, 83
5, 16, 83
5, 17, 83
5, 18, 83
5, 19, 83
5, 20, 81
5, 21, 83
5, 22, 81
5, 23, 83
5, 24, 30
6, 1, 83
6, 2, 83
6, 3, 83
6, 4, 81
6, 5, 83
6, 6, 83
6, 7, 81
6, 8, 85
6, 9, 34
6, 10, 62
6, 11, 27
6, 12, 97
6, 13, 78
6, 14, 53
6, 15, 33
6, 16, 30
6, 17, 51
6, 18, 52
6, 19, 51
6, 20, 44
6, 21, 21
6, 22, 71
6, 23, 98
6, 24, 75
7, 1, 83
7, 2, 83
7, 3, 83
7, 4, 83
7, 5, 83
7, 6, 83
7, 7, 83
7, 8, 83
7, 9, 83
7, 10, 83
7, 11, 83
7, 12, 83
7, 13, 83
7, 14, 81
7, 15, 24
7, 16, 83
7, 17, 83
7, 18, 83
7, 19, 83
7, 20, 83
7, 21, 83
7, 22, 83
7, 23, 83
7, 24, 83
8, 1, 83
8, 2, 83
8, 3, 83
8, 4, 83
8, 5, 30
8, 6, 83
8, 7, 83
8, 8, 83
8, 9, 83
8, 10, 83
8, 11, 83
8, 12, 83
8, 13, 83
8, 14, 83
8, 15, 83
8, 16, 83
8, 17, 83
8, 18, 83
8, 19, 83
8, 20, 83
8, 21, 83
8, 22, 30
8, 23, 83
8, 24, 83
9, 1, 83
9, 2, 83
9, 3, 81
9, 4, 83
9, 5, 81
9, 6, 81
9, 7, 81
9, 8, 47
9, 9, 66
9, 10, 28
9, 11, 3
9, 12, 65
9, 13, 56
9, 14, 16
9, 15, 10
9, 16, 35
9, 17, 10
9, 18, 19
9, 19, 28
9, 20, 79
9, 21, 3
9, 22, 32
9, 23, 30
9, 24, 31
10, 1, 83
10, 2, 83
10, 3, 83
10, 4, 81
10, 5, 83
10, 6, 83
10, 7, 83
10, 8, 87
10, 9, 88
10, 10, 86
10, 11, 20
10, 12, 13
10, 13, 1
10, 14, 21
10, 15, 64
10, 16, 66
10, 17, 72
10, 18, 75
10, 19, 30
10, 20, 38
10, 21, 99
10, 22, 41
10, 23, 64
10, 24, 12
